Player,PlayerID,Year,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Precious Achiuwa,achiupr01,2022,C,22,TOR,17,426,12.0,.441,.143,.197,8.5,28.2,17.8,9.4,1.1,2.3,9.6,17.7,0.0,0.4,0.4,.045,-2.8,-0.9,-3.7,-0.2
Steven Adams,adamsst01,2022,C,28,MEM,19,465,16.5,.551,.000,.479,15.0,19.5,17.2,14.9,1.6,2.5,19.4,13.1,0.8,0.0,0.9,.091,0.2,-1.7,-1.6,0.1
Bam Adebayo,adebaba01,2022,C,24,MIA,16,524,20.3,.581,.005,.493,9.2,24.7,17.2,14.2,1.8,1.3,15.2,25.9,1.0,0.9,1.9,.174,0.8,1.0,1.9,0.5
Santi Aldama,aldamsa01,2022,PF,21,MEM,8,59,13.3,.443,.462,.192,8.8,17.1,12.8,17.3,0.0,0.0,0.0,20.1,0.1,0.0,0.1,.048,-0.1,-3.5,-3.6,0.0
LaMarcus Aldridge,aldrila01,2022,C,36,BRK,18,392,23.6,.622,.127,.199,8.1,20.0,14.3,7.3,0.7,4.7,5.7,23.6,1.1,0.6,1.7,.211,2.6,-0.8,1.8,0.4
Nickeil Alexander-Walker,alexani01,2022,SG,23,NOP,21,620,12.5,.477,.482,.147,4.0,12.2,8.1,14.6,1.7,1.3,9.1,24.1,-0.1,0.3,0.3,.020,-0.9,-1.5,-2.5,-0.1
Grayson Allen,allengr01,2022,SG,26,MIL,20,574,15.6,.624,.723,.146,2.0,11.7,7.0,6.9,1.0,0.8,5.4,18.0,1.3,0.5,1.8,.154,2.3,-1.4,0.8,0.4
Jarrett Allen,allenja01,2022,C,23,CLE,16,528,21.9,.692,.027,.473,11.2,25.3,18.3,8.8,1.6,2.3,15.8,17.3,1.4,0.8,2.3,.207,2.0,0.8,2.8,0.6
Jose Alvarado,alvarjo01,2022,PG,23,NOP,5,26,10.2,.389,.444,.000,4.0,8.3,6.1,17.4,3.8,0.0,0.0,14.8,0.0,0.0,0.0,.053,-3.9,1.9,-1.9,0.0
Kyle Anderson,anderky01,2022,PF,28,MEM,19,417,14.2,.505,.329,.119,5.0,21.5,12.9,15.6,1.9,1.7,10.7,17.0,0.4,0.1,0.4,.051,-0.4,-1.1,-1.5,0.0
Giannis Antetokounmpo,antetgi01,2022,PF,27,MIL,19,616,31.6,.595,.233,.549,5.5,31.0,18.7,34.8,1.7,5.3,11.5,34.2,2.5,1.3,3.7,.292,7.3,3.6,10.8,2.0
Thanasis Antetokounmpo,antetth01,2022,SF,29,MIL,17,230,9.9,.488,.093,.315,8.8,16.5,12.8,8.5,1.9,0.8,15.2,13.6,0.1,0.3,0.4,.079,-3.9,-1.1,-5.0,-0.2
Carmelo Anthony,anthoca01,2022,PF,37,LAL,21,620,14.9,.603,.577,.199,2.2,11.2,6.8,4.1,1.2,2.2,6.1,19.2,1.1,0.4,1.5,.118,1.4,-1.6,-0.2,0.3
Cole Anthony,anthoco01,2022,PG,21,ORL,16,545,17.6,.551,.479,.249,1.7,19.2,10.4,30.6,1.6,0.7,14.1,26.0,0.7,0.3,1.0,.088,2.4,-0.9,1.5,0.5
OG Anunoby,anunoog01,2022,SF,24,TOR,15,560,16.9,.534,.423,.151,4.5,12.0,8.0,11.6,2.1,1.6,8.1,23.5,0.9,0.3,1.2,.106,1.6,-0.8,0.9,0.4
D.J. Augustin,augusdj01,2022,PG,34,HOU,16,200,7.8,.581,.733,.333,1.0,5.8,3.4,22.1,0.7,0.0,27.9,15.0,0.0,0.1,0.0,.012,-3.3,-2.8,-6.1,-0.2
Deni Avdija,avdijde01,2022,SF,21,WAS,19,418,12.1,.529,.458,.323,4.3,20.7,12.8,8.5,1.4,3.1,9.9,12.9,0.3,0.7,1.0,.111,-1.3,1.7,0.4,0.3
Joel Ayayi,ayayijo01,2022,SG,21,WAS,3,6,13.1,,,,0.0,17.0,8.9,41.6,0.0,0.0,,0.0,0.0,0.0,0.0,.182,-0.9,3.5,2.6,0.0
Deandre Ayton,aytonde01,2022,C,23,PHO,13,391,21.9,.648,.034,.169,11.6,28.7,20.5,6.7,1.5,1.8,12.2,20.0,1.0,0.8,1.7,.212,1.3,-0.2,1.2,0.3
Udoka Azubuike,azubuud01,2022,C,22,UTA,4,8,13.2,1.000,.000,.000,14.3,38.7,27.1,0.0,0.0,0.0,50.0,10.8,0.0,0.0,0.0,.081,-0.9,-1.2,-2.1,0.0
Marvin Bagley III,baglema01,2022,PF,22,SAC,7,121,12.1,.545,.371,.229,8.0,25.3,16.7,7.1,0.0,0.7,13.5,15.6,0.1,0.1,0.2,.062,-1.0,-1.5,-2.6,0.0
LaMelo Ball,ballla01,2022,PG,20,CHO,21,686,20.6,.530,.417,.158,4.4,20.3,12.1,36.3,2.8,1.1,14.6,27.6,1.1,0.8,1.9,.130,3.3,0.5,3.8,1.0
Lonzo Ball,balllo01,2022,PG,24,CHI,20,696,13.9,.562,.622,.037,2.5,13.5,8.0,18.6,2.7,1.9,16.9,16.8,0.5,1.1,1.5,.106,0.7,0.6,1.3,0.6
Mo Bamba,bambamo01,2022,C,23,ORL,20,593,15.9,.539,.439,.127,8.7,23.4,16.0,9.8,1.5,6.3,13.1,16.5,0.5,0.7,1.1,.092,0.0,0.0,0.0,0.3
Desmond Bane,banede01,2022,SF,23,MEM,19,548,15.1,.580,.506,.099,1.9,12.9,7.2,10.4,1.4,1.0,9.3,21.5,0.8,-0.2,0.7,.060,0.9,-2.8,-1.9,0.0
Dalano Banton,bantoda01,2022,SF,22,TOR,20,267,12.7,.579,.200,.320,3.9,15.0,9.1,15.7,1.7,1.9,21.2,17.4,0.2,0.2,0.3,.060,-2.4,-0.2,-2.6,0.0
Harrison Barnes,barneha02,2022,PF,29,SAC,19,665,18.9,.635,.404,.535,4.2,17.4,10.9,10.3,1.4,0.4,12.1,20.6,1.8,0.4,2.2,.160,3.2,-1.2,2.0,0.7
Scottie Barnes,barnesc01,2022,PF,20,TOR,18,633,16.6,.534,.084,.262,8.7,18.1,13.1,14.3,1.5,1.6,12.8,19.4,1.0,0.4,1.3,.100,-0.2,-0.9,-1.0,0.2
RJ Barrett,barrerj01,2022,SF,21,NYK,19,617,10.3,.485,.399,.233,1.9,17.4,9.6,11.1,0.7,0.9,11.0,22.6,-0.3,0.4,0.2,.012,-2.6,-2.2,-4.8,-0.4
Will Barton,bartowi01,2022,SG,31,DEN,17,571,16.7,.548,.452,.112,2.1,15.5,8.7,20.3,1.6,1.3,10.3,22.0,0.7,0.6,1.2,.104,1.8,-0.2,1.6,0.5
Charles Bassey,bassech01,2022,PF,21,PHI,10,81,20.4,.688,.167,.389,13.7,25.6,19.7,3.6,0.6,7.7,12.5,13.4,0.2,0.1,0.3,.205,0.8,0.8,1.6,0.1
Keita Bates-Diop,bateske01,2022,SF,26,SAS,14,193,8.3,.491,.238,.095,5.3,19.5,12.3,2.0,1.2,2.8,17.1,11.7,-0.1,0.2,0.1,.021,-4.8,-1.1,-5.9,-0.2
Nicolas Batum,batumni01,2022,PF,33,LAC,14,386,15.7,.682,.760,.104,2.0,18.3,10.4,8.0,2.0,2.4,9.9,12.6,0.7,0.7,1.4,.180,1.6,2.2,3.7,0.6
Kent Bazemore,bazemke01,2022,SF,32,LAL,16,344,5.3,.437,.532,.165,1.2,9.0,5.2,5.3,2.2,1.3,8.6,11.5,-0.2,0.3,0.1,.013,-5.8,-0.4,-6.3,-0.4
Darius Bazley,bazleda01,2022,PF,21,OKC,19,541,9.5,.434,.401,.193,3.5,20.9,12.1,8.1,1.1,3.9,11.7,18.2,-0.7,0.7,0.0,-0.002,-3.4,-0.6,-4.0,-0.3
Bradley Beal,bealbr01,2022,SG,28,WAS,16,573,16.6,.519,.330,.196,2.7,12.4,7.8,29.1,1.4,0.9,15.3,32.4,0.0,0.6,0.6,.047,0.7,-0.8,-0.2,0.2
Malik Beasley,beaslma01,2022,SG,25,MIN,19,484,10.1,.481,.735,.078,1.4,10.0,5.5,9.3,1.4,0.6,5.0,18.9,0.2,0.4,0.6,.059,-1.3,-1.6,-2.9,-0.1
DeAndre' Bembry,bembrde01,2022,SF,27,BRK,18,334,10.7,.578,.233,.205,3.3,12.0,7.8,8.0,2.5,2.1,14.0,12.3,0.2,0.5,0.7,.101,-3.6,1.3,-2.3,0.0
Davis Bertans,bertada01,2022,PF,29,WAS,9,153,5.5,.453,.804,.235,2.2,9.3,5.9,4.6,0.6,0.0,6.6,17.5,-0.1,0.1,0.0,.011,-3.8,-2.7,-6.5,-0.2
Patrick Beverley,beverpa01,2022,PG,33,MIN,16,406,15.5,.563,.523,.159,5.6,12.5,8.9,25.5,1.7,3.8,14.2,13.6,0.9,0.5,1.3,.159,0.6,1.3,1.8,0.4
Saddiq Bey,beysa01,2022,SF,22,DET,19,617,11.7,.463,.477,.151,6.3,15.2,10.3,13.0,1.4,0.6,8.6,20.9,-0.1,0.3,0.3,.020,-1.0,-2.0,-3.1,-0.2
Khem Birch,birchkh01,2022,C,29,TOR,15,344,17.1,.550,.075,.413,14.5,12.7,13.7,8.1,2.2,2.0,8.7,12.9,0.8,0.2,1.1,.148,0.0,-0.2,-0.2,0.2
Goga Bitadze,bitadgo01,2022,C,22,IND,14,127,11.7,.392,.489,.319,13.9,15.0,14.5,3.2,3.5,6.0,8.5,20.1,-0.1,0.3,0.2,.059,-5.1,0.4,-4.7,-0.1
Nemanja Bjelica,bjeline01,2022,C,33,GSW,19,273,17.2,.584,.500,.219,7.1,21.9,14.9,15.6,2.6,2.2,17.3,20.1,0.3,0.6,1.0,.172,0.2,1.2,1.4,0.2
Eric Bledsoe,bledser01,2022,PG,32,LAC,19,534,11.3,.498,.365,.212,2.4,12.5,7.6,18.9,2.4,1.6,18.8,18.7,-0.2,0.9,0.7,.064,-3.2,1.4,-1.9,0.0
Bogdan Bogdanovic,bogdabo01,2022,SG,29,ATL,19,553,13.2,.572,.554,.072,1.4,11.9,6.8,12.1,1.1,0.7,8.2,17.2,0.8,0.2,1.1,.092,-0.1,-1.0,-1.1,0.1
Bojan Bogdanovic,bogdabo02,2022,PF,32,UTA,19,572,17.5,.617,.494,.276,3.2,11.7,7.7,9.0,0.8,0.1,10.4,22.7,1.5,0.5,1.9,.163,2.5,-1.3,1.2,0.5
Bol Bol,bolbo01,2022,PF,22,DEN,9,46,13.8,.460,.200,.200,4.7,28.9,16.7,6.5,1.1,4.1,0.0,15.8,0.0,0.1,0.1,.090,-1.2,0.6,-0.6,0.0
Leandro Bolmaro,bolmale01,2022,SF,21,MIN,8,30,8.4,.487,.455,.273,13.1,25.2,18.9,14.7,0.0,0.0,28.9,23.8,-0.1,0.0,0.0,-0.036,-5.2,-3.7,-8.9,-0.1
Isaac Bonga,bongais01,2022,SF,22,TOR,4,8,25.0,.500,.500,.000,13.0,14.7,13.8,35.2,6.3,0.0,0.0,10.7,0.0,0.0,0.0,.281,2.4,6.9,9.4,0.0
Devin Booker,bookede01,2022,SG,25,PHO,19,629,19.6,.558,.317,.221,2.9,13.1,8.2,22.6,1.4,0.7,11.7,31.3,0.9,0.8,1.6,.125,2.0,-1.2,0.8,0.4
Brandon Boston Jr.,bostobr01,2022,SG,20,LAC,7,55,10.0,.431,.286,.238,0.0,12.9,6.6,8.0,3.5,1.5,7.9,19.9,-0.1,0.1,0.0,.033,-5.3,2.0,-3.4,0.0
Chris Boucher,bouchch01,2022,PF,29,TOR,19,265,14.8,.453,.442,.212,10.6,22.7,16.3,3.4,2.1,5.3,8.2,21.7,0.0,0.3,0.3,.060,-2.2,-0.8,-3.1,-0.1
James Bouknight,bouknja01,2022,SG,21,CHO,7,12,-4.1,.145,.167,.333,8.3,8.8,8.5,19.1,0.0,0.0,0.0,24.0,-0.1,0.0,-0.1,-0.271,-11.0,-7.5,-18.5,-0.1
Avery Bradley,bradlav01,2022,SG,31,LAL,20,449,6.7,.515,.590,.020,2.4,9.7,6.1,5.1,1.2,0.8,10.6,10.7,0.0,0.2,0.3,.029,-3.5,-1.1,-4.6,-0.3
Tony Bradley,bradlto01,2022,C,24,CHI,17,222,12.6,.572,.000,.096,12.3,22.6,17.5,4.4,0.2,4.1,18.1,13.1,0.2,0.3,0.5,.112,-2.4,-0.4,-2.9,0.0
Ignas Brazdeikis,brazdig01,2022,SF,23,ORL,10,86,2.6,.323,.593,.074,6.0,14.8,10.4,8.6,1.1,0.0,9.7,15.3,-0.2,0.0,-0.2,-0.086,-6.5,-3.5,-10.0,-0.2
Mikal Bridges,bridgmi01,2022,SF,25,PHO,19,642,14.0,.636,.366,.120,2.0,9.4,5.9,7.6,1.5,1.6,6.3,13.9,1.2,0.8,2.0,.148,0.0,0.1,0.1,0.3
Miles Bridges,bridgmi02,2022,PF,23,CHO,21,764,17.7,.547,.411,.246,3.9,17.5,10.5,13.7,1.8,2.3,8.3,23.2,1.2,0.7,1.8,.116,1.9,-0.8,1.1,0.6
Oshae Brissett,brissos01,2022,SF,23,IND,11,126,4.8,.445,.472,.139,3.5,16.8,10.3,4.3,0.8,1.3,17.3,15.9,-0.2,0.1,-0.1,-0.036,-4.3,-1.8,-6.1,-0.1
Malcolm Brogdon,brogdma01,2022,PG,29,IND,16,561,20.3,.573,.375,.263,3.2,15.1,9.3,27.9,1.0,1.7,12.4,25.6,1.4,0.5,1.9,.165,4.1,0.0,4.1,0.9
Armoni Brooks,brookar01,2022,SG,23,HOU,14,132,12.0,.522,.815,.148,2.3,10.3,6.3,7.3,2.1,0.7,5.0,19.2,0.1,0.1,0.2,.076,-1.1,-0.1,-1.2,0.0
Dillon Brooks,brookdi01,2022,SF,26,MEM,6,151,16.7,.523,.330,.245,3.4,10.4,6.8,16.7,1.6,0.6,9.6,32.1,0.2,0.0,0.1,.036,-0.4,-4.1,-4.5,-0.1
Bruce Brown,brownbr01,2022,SF,25,BRK,16,408,11.9,.524,.195,.106,4.3,12.6,8.6,6.7,2.8,1.9,8.5,14.0,0.2,0.6,0.8,.100,-2.9,1.4,-1.4,0.1
Greg Brown III,browngr01,2022,SF,20,POR,7,34,17.1,.396,.222,.278,12.8,25.8,19.3,18.4,2.9,8.2,9.0,28.3,0.0,0.1,0.0,.024,-3.1,2.3,-0.8,0.0
Jaylen Brown,brownja02,2022,SF,25,BOS,11,366,18.8,.579,.403,.260,1.1,16.8,8.8,11.6,1.8,1.6,11.4,29.5,0.4,0.5,0.8,.110,2.1,-0.9,1.2,0.3
Moses Brown,brownmo01,2022,C,22,DAL,6,18,17.4,.647,.000,3.000,5.6,24.5,14.7,0.0,0.0,9.9,0.0,11.4,0.0,0.0,0.1,.170,-1.4,1.0,-0.3,0.0
Sterling Brown,brownst02,2022,SG,26,DAL,15,177,5.7,.391,.698,.093,5.1,21.8,13.1,7.8,1.7,1.0,16.7,13.5,-0.2,0.2,0.0,-0.010,-5.5,-0.8,-6.3,-0.2
Troy Brown Jr.,browntr01,2022,SF,22,CHI,13,124,9.8,.514,.476,.095,2.6,15.9,9.2,6.9,0.8,0.0,6.4,16.6,0.0,0.1,0.2,.065,-2.0,-2.5,-4.6,-0.1
Jalen Brunson,brunsja01,2022,PG,25,DAL,17,496,19.2,.573,.276,.227,1.6,14.9,8.0,30.5,1.5,0.2,10.8,22.4,1.2,0.4,1.6,.152,1.7,-0.5,1.2,0.4
Reggie Bullock,bullore01,2022,SF,30,DAL,16,362,5.6,.464,.677,.051,1.1,13.1,6.9,4.8,0.7,0.2,7.3,13.4,-0.2,0.2,0.0,.001,-4.2,-2.4,-6.7,-0.4
Trey Burke,burketr01,2022,PG,29,DAL,8,84,12.5,.538,.333,.250,0.0,7.9,3.8,13.5,2.4,0.0,14.9,24.8,0.0,0.1,0.0,.023,-1.8,-1.2,-3.0,0.0
Alec Burks,burksal01,2022,SG,30,NYK,19,407,16.9,.601,.609,.275,1.5,16.3,8.9,12.5,2.4,1.4,7.2,17.9,0.9,0.5,1.4,.166,1.0,1.3,2.3,0.5
Jared Butler,butleja02,2022,SG,21,UTA,12,54,0.6,.330,.583,.167,0.0,13.4,7.0,17.9,0.9,9.3,21.4,26.3,-0.3,0.1,-0.2,-0.163,-10.1,1.2,-8.9,-0.1
Jimmy Butler,butleji01,2022,SF,32,MIA,16,546,28.3,.625,.106,.571,5.5,13.5,9.6,26.8,2.8,1.0,9.5,27.2,2.6,0.9,3.5,.310,6.1,2.9,9.0,1.5
Kentavious Caldwell-Pope,caldwke01,2022,SG,28,WAS,19,563,11.8,.559,.635,.150,2.0,10.8,6.6,7.3,2.3,1.0,10.6,15.7,0.3,0.7,1.1,.090,-1.1,1.1,0.0,0.3
Facundo Campazzo,campafa01,2022,PG,30,DEN,18,315,11.4,.570,.679,.231,2.1,9.2,5.6,16.3,2.7,1.2,18.9,15.0,0.2,0.4,0.6,.084,-2.7,1.0,-1.7,0.0
Vlatko Cancar,cancavl01,2022,PF,24,DEN,2,18,32.4,.955,.500,1.000,6.0,0.0,3.0,33.9,2.8,0.0,14.8,16.7,0.1,0.0,0.2,.429,11.0,3.0,14.1,0.1
Clint Capela,capelca01,2022,C,27,ATL,20,587,22.1,.595,.006,.281,14.5,29.9,22.4,5.9,1.7,4.3,5.7,15.7,1.8,0.9,2.6,.215,1.9,0.0,1.9,0.6
Vernon Carey Jr.,careyve01,2022,C,20,CHO,1,1,-27.6,.000,.000,.000,0.0,100.0,51.2,0.0,0.0,0.0,0.0,41.9,0.0,0.0,0.0,-0.868,-28.8,-16.4,-45.2,0.0
Jevon Carter,carteje01,2022,PG,26,BRK,19,279,6.3,.421,.781,.055,1.6,10.4,6.2,11.5,1.4,1.9,7.4,12.8,-0.1,0.3,0.2,.032,-4.6,0.2,-4.4,-0.2
Wendell Carter Jr.,cartewe01,2022,C,22,ORL,20,561,18.6,.604,.398,.224,7.6,27.7,17.6,14.4,1.1,2.3,11.9,18.6,1.1,0.5,1.6,.139,2.3,-0.2,2.0,0.6
Alex Caruso,carusal01,2022,PG,27,CHI,19,560,13.4,.541,.455,.281,2.9,11.3,7.1,17.8,3.9,1.3,15.5,12.7,0.6,1.0,1.6,.137,-2.2,2.5,0.4,0.3
Willie Cauley-Stein,caulewi01,2022,C,28,DAL,17,167,8.9,.502,.069,.069,6.1,16.5,11.1,7.6,1.8,0.5,14.3,9.3,0.1,0.2,0.2,.067,-3.2,-0.3,-3.6,-0.1
Justin Champagnie,champju01,2022,SF,20,TOR,8,29,9.0,.381,.000,.286,17.9,16.3,17.2,4.5,0.0,0.0,0.0,11.6,0.0,0.0,0.0,.071,-4.3,-3.6,-7.9,0.0
Chris Chiozza,chiozch01,2022,PG,26,GSW,8,79,8.5,.511,.760,.040,1.4,7.8,4.8,16.9,3.0,0.0,19.1,17.2,0.0,0.1,0.1,.074,-4.1,1.1,-3.0,0.0
Josh Christopher,chrisjo01,2022,SG,20,HOU,11,84,10.3,.450,.235,.176,2.5,10.0,6.2,21.5,3.3,0.0,16.0,21.7,-0.1,0.1,0.0,-0.014,-3.3,0.0,-3.3,0.0
Brandon Clarke,clarkbr01,2022,PF,25,MEM,16,257,21.6,.612,.096,.301,12.1,17.5,14.7,12.9,1.1,4.2,6.0,16.4,0.9,0.0,0.9,.170,1.9,-1.2,0.8,0.2
Jordan Clarkson,clarkjo01,2022,SG,29,UTA,19,471,13.4,.482,.629,.154,3.2,9.9,6.7,14.0,1.4,0.9,8.8,29.3,0.0,0.5,0.5,.052,-0.8,-2.0,-2.7,-0.1
Nicolas Claxton,claxtni01,2022,C,22,BRK,4,76,12.4,.543,.000,.450,4.3,25.1,15.2,5.8,0.0,4.6,11.1,15.7,0.0,0.1,0.1,.088,-3.9,-0.9,-4.8,-0.1
Amir Coffey,coffeam01,2022,SG,24,LAC,14,173,7.5,.530,.794,.500,1.9,10.5,6.3,8.4,0.3,1.0,10.8,11.7,0.1,0.2,0.3,.089,-3.0,-0.1,-3.2,-0.1
John Collins,collijo01,2022,PF,24,ATL,20,635,22.0,.651,.227,.288,6.1,20.3,13.4,10.4,1.2,3.5,7.9,19.2,2.2,0.6,2.8,.210,2.8,0.2,3.0,0.8
Mike Conley,conlemi01,2022,PG,34,UTA,17,486,19.1,.643,.576,.163,0.9,6.4,3.8,29.1,2.0,0.9,14.4,19.2,1.6,0.5,2.1,.208,3.2,0.3,3.5,0.7
Pat Connaughton,connapa01,2022,SG,29,MIL,20,577,15.4,.654,.722,.108,3.1,14.6,9.0,7.7,1.6,1.3,10.2,15.4,1.1,0.7,1.8,.149,1.6,-0.4,1.2,0.5
Tyler Cook,cookty01,2022,PF,24,CHI,1,12,19.4,.773,.000,.667,0.0,18.2,9.1,24.7,0.0,0.0,20.5,17.9,0.0,0.0,0.1,.223,2.8,2.0,4.9,0.0
Sharife Cooper,coopesh01,2022,PG,20,ATL,5,11,3.7,.250,.500,.000,0.0,0.0,0.0,46.4,0.0,0.0,20.0,19.8,0.0,0.0,0.0,-0.147,-4.7,-5.1,-9.7,0.0
Petr Cornelie,cornepe01,2022,PF,26,DEN,5,21,7.0,.286,.571,.000,25.8,15.8,20.9,19.7,0.0,0.0,22.2,19.1,0.0,0.0,0.0,-0.055,-6.6,-4.2,-10.8,0.0
Robert Covington,covinro01,2022,PF,31,POR,20,538,10.6,.580,.793,.026,1.6,17.1,9.4,6.2,2.0,3.6,13.3,10.9,0.3,0.4,0.7,.065,-1.4,1.0,-0.4,0.2
Torrey Craig,craigto01,2022,SF,31,IND,21,372,14.7,.607,.455,.222,8.6,14.8,11.8,8.0,1.3,1.6,10.7,14.2,0.8,0.4,1.2,.150,0.3,0.1,0.4,0.2
Jae Crowder,crowdja01,2022,PF,31,PHO,19,527,10.4,.530,.676,.162,1.6,15.1,8.7,6.3,2.2,1.7,9.2,14.3,0.2,0.8,1.0,.092,-2.1,0.8,-1.3,0.1
Jarrett Culver,culveja01,2022,SG,22,MEM,5,40,19.9,.661,.429,.429,2.6,11.2,6.7,15.3,1.2,0.0,10.7,19.6,0.1,0.0,0.1,.124,2.7,-2.5,0.1,0.0
Cade Cunningham,cunnica01,2022,PG,20,DET,14,435,9.7,.430,.515,.153,3.4,19.7,10.8,27.2,2.1,1.3,18.3,25.2,-0.9,0.4,-0.5,-0.058,-3.5,-0.5,-4.0,-0.2
Seth Curry,curryse01,2022,SG,31,PHI,17,565,15.4,.638,.466,.218,1.8,8.3,5.1,11.6,1.2,0.3,12.4,19.3,1.1,0.1,1.2,.104,1.0,-2.7,-1.7,0.0
Stephen Curry,curryst01,2022,PG,33,GSW,18,615,27.4,.640,.649,.232,1.9,16.0,9.3,34.1,2.3,1.6,12.9,32.2,2.4,1.2,3.7,.286,8.3,1.1,9.4,1.8
Anthony Davis,davisan02,2022,C,28,LAL,20,713,25.0,.562,.112,.350,9.2,20.4,14.9,15.3,1.7,5.7,8.9,28.3,1.7,1.0,2.7,.181,2.7,0.1,2.7,0.9
Ed Davis,davised01,2022,C,32,CLE,6,67,12.7,.658,.000,.222,6.4,35.4,20.9,2.1,1.5,3.8,16.8,7.7,0.1,0.1,0.2,.143,-3.0,2.2,-0.8,0.0
Terence Davis,daviste02,2022,SG,24,SAC,12,169,4.2,.384,.615,.077,1.9,11.2,6.6,7.6,2.0,0.5,8.0,22.0,-0.4,0.1,-0.3,-0.082,-7.2,-1.3,-8.5,-0.3
Gabriel Deck,deckga01,2022,PF,26,OKC,5,23,15.3,.643,.286,.000,4.3,8.8,6.6,7.4,2.1,0.0,12.5,14.9,0.0,0.0,0.1,.106,2.1,-0.5,1.5,0.0
Dewayne Dedmon,dedmode01,2022,C,32,MIA,19,270,16.3,.654,.063,.469,12.3,25.4,19.1,4.4,1.1,2.5,15.4,14.8,0.6,0.5,1.1,.194,-1.6,0.1,-1.4,0.0
